feature,mi_score
Cluster_2336,0.24114584577591747
Cluster_1011,0.18866505110762266
Cluster_578,0.17811963587470747
Cluster_1754,0.1724450731688949
Cluster_1614,0.17167148333280502
Cluster_191,0.16245792490049626
Cluster_2706,0.15649032479227132
Cluster_735,0.15291866497061135
Cluster_2246,0.15241767579774712
Cluster_1960,0.14655898009530177
Cluster_3438,0.14414761830893985
Cluster_1824,0.1440037373056835
Cluster_3570,0.1431574048187263
Cluster_4317,0.1427950357063572
Cluster_4064,0.14179831830338996
Cluster_2384,0.14115414187796338
Cluster_2435,0.13696640253397407
Cluster_3706,0.134144798586451
Cluster_1483,0.1338650633971763
Cluster_3241,0.1335520795884011
Cluster_838,0.13298161417418575
Cluster_2195,0.1328330937131652
Cluster_4201,0.1318324739625456
Cluster_2733,0.13144151228941459
Cluster_3281,0.12859758674328314
Cluster_2412,0.12821895784902937
Cluster_359,0.12793362396994534
Cluster_1191,0.1277230572551702
Cluster_3200,0.12665694925577098
Cluster_413,0.12569708735840868
Cluster_2605,0.12390888713270898
Cluster_1850,0.12368075877958029
Cluster_3033,0.12353622738504866
Cluster_3752,0.12351969894480708
Cluster_1535,0.12308709607654245
Cluster_29,0.1223457511945727
Cluster_3202,0.12214256896014031
Cluster_3651,0.12205061808693984
Cluster_2323,0.12204722755046071
Cluster_49,0.12136958615590787
Cluster_1967,0.12046496415753571
Cluster_1641,0.12034005162453476
Cluster_2721,0.11988964248846368
Cluster_1265,0.11889055477062649
Cluster_2215,0.11857966774098894
Cluster_4157,0.11834830188462342
Cluster_3733,0.11796361712493875
Cluster_490,0.11734823135330275
Cluster_3857,0.11705245805661035
Cluster_1580,0.11691570670202833
Cluster_3063,0.11582071390207216
Cluster_238,0.11556688191570319
Cluster_1564,0.11534291606673763
Cluster_2455,0.11504179935937087
Cluster_1369,0.11487220622102767
Cluster_4234,0.11386722162229335
Cluster_1245,0.11367771205778321
Cluster_827,0.11366743694955006
Cluster_1379,0.11250921909241529
Cluster_1760,0.11216729208882059
Cluster_2011,0.11174442696732934
Cluster_3631,0.11132291560831775
Cluster_1720,0.1112026552858516
Cluster_1761,0.11097049450681618
Cluster_689,0.1108086193449409
Cluster_1970,0.11063099026106182
Cluster_4230,0.11057687770694913
Cluster_4122,0.1102040878810342
Cluster_2973,0.11003988576370705
Cluster_1902,0.10999519665651802
Cluster_66,0.10970870652627829
Cluster_1046,0.10941706682746921
Cluster_2592,0.10853938973196109
Cluster_1212,0.10826634102141264
Cluster_1889,0.10790720941228082
Cluster_1446,0.10663758783015909
Cluster_670,0.10644365560497682
Cluster_2273,0.10623712024219167
Cluster_3832,0.10620215917177189
Cluster_2993,0.10559967897975064
Cluster_2523,0.10485934903929484
Cluster_257,0.10480637506144652
Cluster_1268,0.10454418065862714
Cluster_4087,0.10439301527308653
Cluster_4159,0.10376574902082036
Cluster_3963,0.10368079346711512
Cluster_360,0.10270225811357969
Cluster_1606,0.10261218614850764
Cluster_2526,0.10228201863084019
Cluster_3529,0.10219821932829087
Cluster_798,0.10167118559813226
Cluster_4092,0.10155874124710418
Cluster_2609,0.1007757413433128
Cluster_2608,0.10066627936619121
Cluster_5,0.10055654503036648
Cluster_3103,0.10026238028307644
Cluster_3616,0.09994526395033554
Cluster_1851,0.09992008658140805
Cluster_882,0.09952401274783429
Cluster_2991,0.09913132094889243
Cluster_2270,0.09845291948924095
Cluster_755,0.09844916167298323
Cluster_2629,0.09844476791858936
Cluster_3980,0.09805131010325652
Cluster_4125,0.09795713344657986
Cluster_3739,0.09772085352280002
Cluster_3074,0.09738309810691947
Cluster_1202,0.09704448995581161
Cluster_2895,0.09669884312578936
Cluster_2877,0.09615489922247056
Cluster_760,0.09614611171368348
Cluster_1416,0.0959109013222228
Cluster_970,0.09582220347931658
Cluster_3131,0.09582172545179679
Cluster_2715,0.09569156047788208
Cluster_999,0.09547280903525279
Cluster_3671,0.09541935004942159
Cluster_2476,0.09508533799665941
Cluster_809,0.09471314074946213
Cluster_4017,0.09409246512878644
Cluster_3610,0.09391434463816628
Cluster_2255,0.0938542153271178
Cluster_3705,0.09359784979042152
Cluster_3544,0.093341033029396
Cluster_2115,0.0932164025339739
Cluster_1807,0.09300044372426508
Cluster_620,0.09294807682302042
Cluster_2079,0.09287747641379807
Cluster_3383,0.09259699878957006
Cluster_365,0.09207789983297121
Cluster_2904,0.09204182479689638
Cluster_2955,0.092025290405362
Cluster_325,0.09202141696398836
Cluster_3991,0.09201803492935623
Cluster_2926,0.09169561429443562
Cluster_1033,0.09169549866932036
Cluster_212,0.09160208377811108
Cluster_1439,0.09124892556649722
Cluster_3542,0.0910372737923455
Cluster_4231,0.09099064796446954
Cluster_2988,0.09094266354148517
Cluster_4018,0.0907685610236324
Cluster_41,0.09028920820052977
Cluster_1681,0.09026442106636745
Cluster_2101,0.09020274952032126
Cluster_2442,0.09016141354148521
Cluster_1054,0.09013386585768779
Cluster_3871,0.09000433682190812
Cluster_510,0.0898572574239096
Cluster_4249,0.08946549062589293
Cluster_1646,0.0894136081061796
Cluster_1024,0.08936828306085465
Cluster_2375,0.08870638708645862
Cluster_3535,0.08862010184392366
Cluster_1745,0.08849519781276927
Cluster_2565,0.0880076934190146
Cluster_651,0.08785324291989527
Cluster_3872,0.08743586940969084
Cluster_603,0.08725951220208361
Cluster_198,0.08724605632925297
Cluster_80,0.08670240148872277
Cluster_3978,0.08663132094889248
Cluster_3453,0.08652636225018395
Cluster_55,0.08649106768363901
Cluster_3841,0.08619379551136697
Cluster_3445,0.0861286365077889
Cluster_1523,0.08604085238967385
Cluster_3306,0.08588652176659317
Cluster_4294,0.08587438112945267
Cluster_584,0.08565894263276408
Cluster_3612,0.08565165825047982
Cluster_1727,0.08559442381824511
Cluster_3881,0.08559430819312963
Cluster_146,0.08558051989809123
Cluster_2483,0.08514024836406997
Cluster_1357,0.08483052461079921
Cluster_1616,0.08464354752270009
Cluster_4152,0.08421354196861341
Cluster_4016,0.08404747539629676
Cluster_3609,0.08403966645006866
Cluster_1822,0.08395849761890006
Cluster_1246,0.08395036582622883
Cluster_583,0.08378728997986173
Cluster_3518,0.08376601495858638
Cluster_3380,0.0833745661296379
Cluster_3587,0.08327573556205681
Cluster_2947,0.08327050352557497
Cluster_4029,0.08312241665873854
Cluster_567,0.08249697150204294
Cluster_2367,0.08242797221429377
Cluster_1420,0.08241083079090239
Cluster_3437,0.08229957052339176
Cluster_1228,0.0821456156819369
Cluster_2422,0.08161327764959947
Cluster_4136,0.08148900955658123
Cluster_1508,0.08119139050896207
