feature,p_value,u_stat,cohens_d,cohens_d_raw,mean_diff,ad_mean,control_mean,direction,p_adj
Cluster_2523,0.00010944890568135921,1661.5,0.8814210189473337,0.8814210189473337,0.9899127407154779,1.5114988316809441,0.5215860909654663,up,0.2975915745476157
Cluster_3850,0.0003115917722477984,1627.0,0.798579652552766,0.798579652552766,0.9394270117897952,1.6420415566312876,0.7026145448414924,up,0.36361694442348674
Cluster_4169,0.0006327848023200281,1595.5,0.7667648986481347,0.7667648986481347,0.609357197434074,0.7431379564765306,0.1337807590424566,up,0.36361694442348674
Cluster_4058,0.0006860902048974109,1596.5,0.7389452193476463,0.7389452193476463,0.8314359202486166,1.251053931763526,0.4196180115149096,up,0.36361694442348674
Cluster_3526,0.0027166558495246075,845.0,0.7201440723739645,-0.7201440723739645,-0.4808592458356821,-0.6015994397312731,-0.12074019389559094,down,0.5101364588258038
Cluster_15,0.0009361230639810251,1585.5,0.7061242546760289,0.7061242546760289,0.7829934062071109,1.309655604639545,0.526662198432434,up,0.36361694442348674
Cluster_3705,0.0018022566952007454,1551.5,0.702470872124824,0.702470872124824,0.7884153716964624,0.8376464809808928,0.049231109284430426,up,0.44548508675007514
Cluster_2853,0.002368067450140936,1550.5,0.6885436885544859,0.6885436885544859,0.8050018828566144,1.559935541158672,0.7549336583020575,up,0.4952904151487081
Cluster_651,0.0008929349321246618,1590.5,0.6803248482620419,0.6803248482620419,0.6709698600138694,2.563564757631776,1.8925948976179066,up,0.36361694442348674
Cluster_879,0.001743867461558925,756.5,0.6496952863520385,-0.6496952863520385,-0.46511808878135763,-0.36106013849424196,0.10405795028711569,down,0.44548508675007514
Cluster_578,0.004289419655948706,1523.5,0.6404603119084167,0.6404603119084167,0.7478478507290662,1.2282349472314968,0.48038709650243056,up,0.5101364588258038
Cluster_889,0.005303430734133281,1397.5,0.6301095222025818,0.6301095222025818,0.5169844554924586,-0.12780361944702526,-0.6447880749394839,up,0.5101364588258038
Cluster_2289,0.0028564858050750207,1488.5,0.628225442886556,0.628225442886556,0.5635511207064491,0.16329771423337358,-0.4002534064730755,up,0.5101364588258038
Cluster_4159,0.0016041072854268523,791.5,0.6256955661330842,-0.6256955661330842,-0.5812168632368488,-0.43279991470973117,0.14841694852711768,down,0.44548508675007514
Cluster_3062,0.006510359163620899,1487.5,0.6193046205092021,0.6193046205092021,0.5660557797848552,0.34406844262991115,-0.22198733715494406,up,0.5101364588258038
Cluster_2809,0.006114028110876078,1507.0,0.6183099901600467,0.6183099901600467,0.6079168249786782,0.8995985990390591,0.291681774060381,up,0.5101364588258038
Cluster_1379,0.0014893833302989752,1571.0,0.6082023747670229,0.6082023747670229,0.4635473601218303,3.1986688486851373,2.735121488563307,up,0.44548508675007514
Cluster_4122,0.005203503674456635,1469.0,0.605243442808424,0.605243442808424,0.5808425114519512,0.19246877064785226,-0.3883737408040989,up,0.5101364588258038
Cluster_622,0.004022228873442477,1529.5,0.6031525761573385,0.6031525761573385,0.8903874243007723,2.1530516505881647,1.2626642262873924,up,0.5101364588258038
Cluster_2283,0.01011812743570122,1472.5,0.5981824824442168,0.5981824824442168,0.4210261285528159,0.22089942531627813,-0.20012670323653778,up,0.5763922350135433
Cluster_2833,0.01289677626673475,904.5,0.5980170344002023,-0.5980170344002023,-0.36711879143820836,-0.6015994397312731,-0.23448064829306467,down,0.5763922350135433
Cluster_1191,0.000711441338716605,1459.0,0.5956068930169522,0.5956068930169522,0.42433066380322526,-0.23657711300974585,-0.6609077768129711,up,0.36361694442348674
Cluster_779,0.007344812217062834,1502.0,0.5938265167366208,0.5938265167366208,0.6416073440086205,1.4586801614374725,0.817072817428852,up,0.5359111133650395
Cluster_1651,0.0063902275422454465,1391.5,0.5849518238461163,0.5849518238461163,0.2761616957328122,-0.3686263792066717,-0.6447880749394839,up,0.5101364588258038
Cluster_3387,0.004817364506609588,761.5,0.5848115902177501,-0.5848115902177501,-0.6182079447549224,0.4356942437377854,1.0539021884927078,down,0.5101364588258038
Cluster_3094,0.00958308664393712,1485.0,0.5826012231381534,0.5826012231381534,0.5324892425603107,0.7341430861344617,0.201653843574151,up,0.5763922350135433
Cluster_1791,0.005753548062547716,1465.0,0.5730233855319385,0.5730233855319385,0.5722533768858108,0.18998113060421154,-0.3822722462815992,up,0.5101364588258038
Cluster_30,0.00675428926727802,1505.0,0.569177168021119,0.569177168021119,0.7303821654247494,1.448588794924222,0.7182066294994726,up,0.5101364588258038
Cluster_2733,0.004920690602100377,874.5,0.5667338362329257,-0.5667338362329257,-0.214424281948008,-0.6146776884210835,-0.4002534064730755,down,0.5101364588258038
Cluster_1798,0.0020778655720310886,1457.0,0.5652934001028768,0.5652934001028768,0.3251768707619824,-0.2551323966835531,-0.5803092674455355,up,0.4708097075293775
Cluster_2157,0.01608603183389179,1410.5,0.5646220308275511,0.5646220308275511,0.5340588685893568,0.043777531630051277,-0.49028133695930554,up,0.5763922350135433
Cluster_804,0.0107178660361386,973.0,0.5624698915482186,-0.5624698915482186,-0.21533671790311115,-0.6800689318701351,-0.4647322139670239,down,0.5763922350135433
Cluster_716,0.005240459023033964,1481.5,0.560913747554183,0.560913747554183,0.38974714995604326,0.021733147229941904,-0.36801400272610135,up,0.5101364588258038
Cluster_3209,0.005373898399735406,980.5,0.560315525728222,-0.560315525728222,-0.14507731686138403,-0.6931471805599454,-0.5480698636985614,down,0.5101364588258038
Cluster_4267,0.005856055867159635,909.5,0.5558857776792095,-0.5558857776792095,-0.2676704596631784,-0.6277559371108938,-0.36008547744771546,down,0.5101364588258038
Cluster_2624,0.006304174509301717,808.5,0.5542541362068639,-0.5542541362068639,-0.42744720672352776,-0.32251157439029937,0.10493563233322838,down,0.5101364588258038
Cluster_1422,0.005376564838539099,980.5,0.548130235155356,-0.548130235155356,-0.15450673798017867,-0.6931471805599454,-0.5386404425797667,down,0.5101364588258038
Cluster_1594,0.007489747079025929,1422.5,0.5465786948758482,0.5465786948758482,0.3026692009533777,-0.26821064537336337,-0.570879846326741,up,0.5359111133650395
Cluster_3103,0.012523570187636744,1478.5,0.5452983010691017,0.5452983010691017,0.514725632541426,2.3981641244242082,1.8834384918827822,up,0.5763922350135433
Cluster_2658,0.02567051534907647,1419.0,0.5384006435746268,0.5384006435746268,0.4167576448112465,0.11322244957909354,-0.30353519523215294,up,0.5763922350135433
Cluster_344,0.012668477985758451,1443.5,0.535483593886191,0.535483593886191,0.45995587866361737,0.12418127968449023,-0.33577459897912715,up,0.5763922350135433
Cluster_388,0.04551897311743188,950.5,0.5319620479901793,-0.5319620479901793,-0.25822487279053946,-0.5885211910414627,-0.33029631825092326,down,0.6760305661705407
