feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info
Cluster_2523,4,3.8156312625250504,1.0,0.9759519038076152,1.0,0.8396793587174349,1,1,1,1
Cluster_4159,4,3.696166019573525,0.9319371727748691,0.9559118236472945,0.9766536964980544,0.8316633266533067,1,1,1,1
Cluster_1191,4,3.549792068909755,0.8900523560209423,0.9278557114228457,0.7859922178988327,0.9458917835671343,1,1,1,1
Cluster_3705,4,3.1492902075261,0.9685863874345549,0.969939879759519,0.4552529182879378,0.7555110220440882,1,1,1,1
Cluster_2809,4,3.1212507521613198,0.9214659685863874,0.9458917835671343,0.8871595330739299,0.36673346693386777,1,1,1,1
Cluster_3387,4,3.0307751404371275,0.8743455497382199,0.9859719438877755,0.9961089494163424,0.17434869739478953,1,1,1,1
Cluster_4122,4,3.017308559302891,0.9109947643979057,0.3106212424849699,0.9299610894941635,0.8657314629258517,1,1,1,1
Cluster_889,4,2.997686247880282,0.9424083769633508,0.6793587174348698,0.9610894941634242,0.41482965931863724,1,1,1,1
Cluster_879,4,2.8761268539074605,0.9528795811518325,0.9498997995991983,0.9533073929961089,0.02004008016032066,1,1,1,1
Cluster_651,4,2.6531550684639797,0.9581151832460733,0.9959919839679359,0.011673151750972721,0.687374749498998,1,1,1,1
Cluster_1579,4,2.647541584278831,0.7277486910994764,0.8857715430861723,0.8015564202334631,0.23246492985971945,1,1,1,1
Cluster_4389,4,2.3874114068379595,0.6073298429319371,0.8196392785571143,0.7159533073929961,0.24448897795591185,1,1,1,1
Cluster_388,4,2.294646864981006,0.7853403141361257,0.5591182364729459,0.7237354085603113,0.22645290581162325,1,1,1,1
Cluster_324,4,2.195673519508306,0.31413612565445026,0.845691382765531,0.5408560311284047,0.4949899799599199,1,1,1,1
Cluster_4361,4,1.89240134066491,0.5759162303664922,0.37274549098196397,0.8715953307392996,0.07214428857715427,1,1,1,1
Cluster_517,4,1.8862651658563936,0.12565445026178013,0.6072144288577155,0.6303501945525292,0.5230460921843687,1,1,1,1
Cluster_2441,4,1.7729439362355817,0.5445026178010471,0.2885771543086172,0.933852140077821,0.006012024048096198,1,1,1,1
Cluster_40,4,1.6959882239268196,0.32460732984293195,0.47895791583166336,0.7120622568093385,0.18036072144288573,1,1,1,1
Cluster_3152,4,1.0392260880062731,0.2984293193717278,0.188376753507014,0.08949416342412453,0.46292585170340683,1,1,1,1
Cluster_2299,4,0.8077256229818612,0.09947643979057597,0.2585170340681363,0.03891050583657585,0.4108216432865731,1,1,1,1
Cluster_3850,3,2.9709502326101873,0.9947643979057592,0.9839679358717435,0.9922178988326849,0.0,1,1,1,0
Cluster_578,3,2.9376239389774312,0.9476439790575917,0.9939879759519038,0.0,0.9959919839679359,1,1,0,1
Cluster_4169,3,2.9170180154960237,0.9895287958115183,0.9819639278557114,0.9455252918287937,0.0,1,1,1,0
Cluster_622,3,2.819922118566385,0.9057591623036649,0.9919839679358717,0.9221789883268483,0.0,1,1,1,0
Cluster_1379,3,2.799997901562287,0.9162303664921466,1.0,0.0,0.8837675350701403,1,1,0,1
Cluster_2289,3,2.751384856620161,0.93717277486911,0.8336673346693386,0.980544747081712,0.0,1,1,1,0
Cluster_2733,3,2.7231426203191726,0.8534031413612566,0.9158316633266533,0.0,0.9539078156312625,1,1,0,1
Cluster_2853,3,2.6981745184095653,0.9633507853403142,0.9799599198396793,0.754863813229572,0.0,1,1,1,0
Cluster_3526,3,2.5917693965558595,0.9790575916230366,0.7955911823647295,0.8171206225680934,0.0,1,1,1,0
Cluster_4079,3,2.5249918011915615,0.6649214659685864,0.8717434869739479,0.9883268482490273,0.0,1,1,1,0
Cluster_3551,3,2.5101060392833254,0.7015706806282722,0.905811623246493,0.9027237354085603,0.0,1,1,1,0
Cluster_4058,3,2.4975609744148595,0.9842931937172775,0.9879759519038076,0.5252918287937743,0.0,1,1,1,0
Cluster_141,3,2.479994642043473,0.6701570680628273,0.8837675350701403,0.9260700389105059,0.0,1,1,1,0
Cluster_2283,3,2.4615834231259184,0.9005235602094241,0.8256513026052104,0.7354085603112841,0.0,1,1,1,0
Cluster_1473,3,2.454483844948642,0.6020942408376964,0.9418837675350702,0.9105058365758755,0.0,1,1,1,0
Cluster_3103,3,2.4423296855491086,0.8010471204188482,0.8316633266533067,0.0,0.8096192384769539,1,1,0,1
Cluster_3609,3,2.4299961791286853,0.0,0.9599198396793587,0.8287937743190661,0.6412825651302605,0,1,1,1
Cluster_15,3,2.4073817159856006,0.9738219895287958,0.9899799599198397,0.44357976653696496,0.0,1,1,1,0
Cluster_2624,3,2.398235956909847,0.8167539267015707,0.7254509018036073,0.8560311284046693,0.0,1,1,1,0
Cluster_329,3,2.353511594664465,0.7120418848167539,0.8476953907815631,0.7937743190661479,0.0,1,1,1,0
Cluster_2157,3,2.3443706121881753,0.8429319371727748,0.6492985971943888,0.8521400778210116,0.0,1,1,1,0
Cluster_610,3,2.342456461397952,0.5078534031413613,0.8657314629258517,0.9688715953307393,0.0,1,1,1,0
Cluster_3618,3,2.2946512333241054,0.7068062827225131,0.7434869739478958,0.8443579766536965,0.0,1,1,1,0
Cluster_344,3,2.2851214274863416,0.7905759162303665,0.8797595190380761,0.6147859922178989,0.0,1,1,1,0
Cluster_3202,3,2.2813019034177304,0.0,0.7114228456913827,0.6420233463035019,0.9278557114228457,0,1,1,1
Cluster_3094,3,2.1917552382251415,0.8691099476439791,0.8577154308617234,0.0,0.4649298597194389,1,1,0,1
Cluster_3871,3,2.1621882508472443,0.5549738219895288,0.9018036072144289,0.0,0.7054108216432866,1,1,0,1
Cluster_620,3,2.151571625741756,0.0,0.5130260521042085,0.8910505836575875,0.7474949899799599,0,1,1,1
Cluster_229,3,2.1367890710424455,0.6858638743455497,0.8517034068136272,0.5992217898832685,0.0,1,1,1,0
Cluster_1357,3,2.114616667890755,0.4973821989528796,0.9679358717434869,0.0,0.6492985971943888,1,1,0,1
Cluster_3992,3,2.0799272470828347,0.7696335078534031,0.6993987975951903,0.6108949416342413,0.0,1,1,1,0
Cluster_4366,3,2.051014327226376,0.6125654450261779,0.7575150300601202,0.6809338521400778,0.0,1,1,1,0
Cluster_1760,3,2.037614496007722,0.5706806282722513,0.5851703406813626,0.0,0.8817635270541082,1,1,0,1
Cluster_3635,3,1.9954206700115655,0.13089005235602091,0.9579158316633266,0.9066147859922179,0.0,1,1,1,0
Cluster_30,3,1.976337175338719,0.8586387434554974,0.8997995991983968,0.2178988326848249,0.0,1,1,1,0
Cluster_1824,3,1.9464404392952792,0.5287958115183247,0.0,0.4396887159533074,0.9779559118236473,1,0,1,1
