feature,coefficient,abs_coefficient
K07494,-0.4191652627743341,0.4191652627743341
K18918,0.3926737662820918,0.3926737662820918
K05878,0.3686635739236712,0.3686635739236712
K09607,0.3612916238093266,0.3612916238093266
K01565,0.3573927147223359,0.3573927147223359
K10118,-0.3263119065137799,0.3263119065137799
K05795,0.32137184743803576,0.32137184743803576
K24041,-0.2975705737251505,0.2975705737251505
K00590,-0.27703866188532605,0.27703866188532605
K11527,0.2711649731356482,0.2711649731356482
K19693,0.2654765593633055,0.2654765593633055
K01318,-0.26212033473787755,0.26212033473787755
K07000,0.2591880844523265,0.2591880844523265
K14699,-0.2467031596765707,0.2467031596765707
K07452,0.24485814437077458,0.24485814437077458
K23775,-0.23739943130093571,0.23739943130093571
K13532,-0.231628643207777,0.231628643207777
K03549,-0.21979659044889693,0.21979659044889693
K14698,-0.218274261678894,0.218274261678894
K10240,0.213328754224602,0.213328754224602
K03299,-0.210142927426596,0.210142927426596
K19147,0.19819101372048056,0.19819101372048056
K00852,0.19143919506281606,0.19143919506281606
K01185,-0.19056698830801608,0.19056698830801608
K03543,0.1903945476253081,0.1903945476253081
K21528,0.17874490359945752,0.17874490359945752
K06915,0.17835566195089386,0.17835566195089386
K15255,0.17555745777474685,0.17555745777474685
K07467,-0.17191962219097526,0.17191962219097526
K03332,0.16791678254360548,0.16791678254360548
K10709,0.1579532332083736,0.1579532332083736
K06221,-0.15252866333585965,0.15252866333585965
K07085,-0.15240166968166932,0.15240166968166932
K07341,-0.14998739496908522,0.14998739496908522
K16926,-0.1495518560291832,0.1495518560291832
K01791,0.13892158038612049,0.13892158038612049
K07386,0.13799459340332193,0.13799459340332193
K12060,0.13618569628170143,0.13618569628170143
K00799,0.13373917799595456,0.13373917799595456
K13683,-0.13243195247223474,0.13243195247223474
K28370,-0.1317769267806624,0.1317769267806624
K01524,0.13093379828261467,0.13093379828261467
K06076,-0.13021058728866008,0.13021058728866008
K14060,-0.12734708580895032,0.12734708580895032
K21571,0.1211901661875504,0.1211901661875504
K01711,-0.12085717394158992,0.12085717394158992
K19956,-0.11974768352674098,0.11974768352674098
K01179,-0.11357939914623988,0.11357939914623988
K07733,-0.10720265030097897,0.10720265030097897
K11904,0.10650705530301449,0.10650705530301449
K15519,-0.10239797385837887,0.10239797385837887
K02774,-0.09771841055253809,0.09771841055253809
K07027,0.09742749445175015,0.09742749445175015
K18139,-0.09702256669016278,0.09702256669016278
K02760,-0.09604990737220358,0.09604990737220358
K03284,-0.09230633970624479,0.09230633970624479
K15584,-0.09069908548135758,0.09069908548135758
K09952,0.08996065376214261,0.08996065376214261
K02781,0.08988797820341397,0.08988797820341397
K00177,-0.08985782855294001,0.08985782855294001
K06887,-0.08852177741414204,0.08852177741414204
K03453,0.08803660875507831,0.08803660875507831
K06904,0.08759290793365179,0.08759290793365179
K00965,0.08606381798036616,0.08606381798036616
K05989,-0.08595073349863708,0.08595073349863708
K07271,0.08561435142628236,0.08561435142628236
K03585,-0.08426990322616408,0.08426990322616408
K16213,0.08316588411831008,0.08316588411831008
K00567,0.08161638379674666,0.08161638379674666
K03722,-0.08070264332652259,0.08070264332652259
K01187,0.08066051363331073,0.08066051363331073
K00176,-0.07955634855130835,0.07955634855130835
