feature,mi_score
K03698,0.24182222169295708
K14155,0.19173550783400883
K00286,0.18891410760667915
K01193,0.1819828226941509
K03152,0.17960708394327995
K00956,0.17679601311266557
K01619,0.1766361656412374
K12410,0.17596064143025436
K00930,0.17355306104158852
K17758,0.17015927908107265
K01207,0.16982721937916567
K00602,0.16612282802586487
K01733,0.16417048349539543
K23997,0.16367308705315886
K02495,0.16337659109949354
K03402,0.1582504136617351
K05795,0.15784073517301267
K02039,0.15655903609114907
K01586,0.1541407325469264
K02124,0.14850367891500027
K02996,0.14789950877958047
K00806,0.14728426753933932
K00821,0.14181003554856297
K03657,0.14139659329228982
K03282,0.1401827897347363
K18346,0.13929298220430364
K03695,0.13806193287437685
K03177,0.1376224016274732
K01585,0.13679490543137285
K19221,0.13655255133887279
K11070,0.13484947800146307
K07015,0.13422660760667915
K00891,0.1316920494074536
K02231,0.13158983040648264
K02113,0.1315197285790155
K07816,0.13099053522998205
K02470,0.13040503004888815
K06958,0.13029075757707909
K15738,0.12995989953047027
K07646,0.12894248201005376
K08384,0.1282282367645584
K03149,0.12694984320070613
K11753,0.1265222170897886
K01791,0.1264252365240579
K03437,0.1256513865314577
K15635,0.12545395664652825
K00249,0.1242962890826107
K01710,0.12264820552015676
K28192,0.1222158329979457
K00262,0.12195938858330746
K00969,0.12195080045495277
K21071,0.12164980362362532
K02040,0.12143763153645315
K05896,0.12043501725258876
K02314,0.12042235630242781
K07316,0.1203757160214125
K03154,0.11998457070839197
K01465,0.11992757880252247
K19302,0.11886947784238044
K02189,0.11880226161562435
K01190,0.11858254713749283
K03442,0.11807678798114352
K07452,0.1174202192639131
K00554,0.11666968536225708
K01785,0.11659502044384196
K01854,0.11647893282775423
K01950,0.11610587024236318
K01956,0.1160121986693119
K03315,0.11599122291304154
K00762,0.11568779688036845
K06213,0.11500771885654038
K07171,0.11479817724074892
K03699,0.11448951174366395
K07139,0.11442495552101972
K00945,0.11392922559054708
K00791,0.11383027939785095
K00645,0.11370789021296157
K02114,0.11339283642823861
K03310,0.1133372164966997
K01443,0.11324577680822068
K01696,0.11305894717560627
K01200,0.11296713790970925
K07027,0.11273112167274868
K01486,0.11256175625432752
K06173,0.11222425371683209
K00942,0.11214471091540745
K01938,0.11175303083622756
K01890,0.1110434395016362
K09861,0.11067366813092017
K03734,0.11017566983186344
K03536,0.11002854101692483
K20534,0.10989178444373104
K01738,0.1090863241083142
K01703,0.10908106449238586
K14652,0.10894683818628459
K03546,0.10874046180803343
K19955,0.10867677702467948
K00773,0.10836523047546853
K06287,0.10801077635867906
K01889,0.10705505231012391
K07494,0.10670726811583231
K01719,0.10664795180506448
K09117,0.10656642057149202
K02115,0.10653273137734431
K16785,0.10635722583104745
K07141,0.10530014786680009
K01565,0.10523664502296648
K02503,0.10388443395108626
K10206,0.10388255079203401
K11527,0.10375282791414953
K01552,0.103608643394965
K04720,0.10341372835629992
K01246,0.10328182900565053
K02111,0.10314430845767109
K00013,0.10310230656050323
K09809,0.10299097402729562
K06383,0.10286309264941407
K24648,0.10283204730586903
K02108,0.10250170849836282
K15584,0.10224076511991731
K12373,0.10187591431848575
K03628,0.10128065859310231
K01218,0.10086329846212005
K20074,0.10078224100514332
K03429,0.10024716112723264
K20487,0.09997159757041918
K06158,0.09983831071838223
K01297,0.0995879111512743
K03723,0.09957086557501804
K07301,0.09943330059370292
K00768,0.099055557591879
K10823,0.09870518458525646
K22522,0.09863702680134767
K03308,0.0985002246146709
K02120,0.09840756553763685
K11754,0.09787669962243473
K03100,0.09769282888540043
K03593,0.09731693163450328
K11071,0.09699987481468897
K07192,0.0969901172451888
K07095,0.09693374272319621
K00145,0.09643966517819247
K02897,0.09545213997191726
K07154,0.09540167708162284
K02647,0.09532867105249254
K01924,0.09523524595906752
K13683,0.09504131373388547
K03040,0.09482839008346167
K04068,0.09470787980670137
K00057,0.09450674991807118
K03978,0.09448398622343279
K02600,0.09431318009529321
K05810,0.09386923321292673
K00764,0.09375968266679569
K02500,0.09274867003499154
K21600,0.09272999232789503
K02355,0.09272532821477464
K03092,0.09263385429517568
K18700,0.09235274073281219
K06001,0.09230276177658348
K01658,0.09228562148275055
K02034,0.09221419293801447
K01591,0.09180923149759446
K07098,0.0910944648651617
K02030,0.09097613701245844
K03654,0.09093641768215277
K17836,0.09093073227350712
K01992,0.09082304935937069
K09710,0.09058095991321191
K04651,0.09041656926539088
K00800,0.09031441344656477
K00783,0.09027245276098017
K06200,0.09025639957397114
K07346,0.09017332292839475
K00610,0.09007346618791234
K11928,0.0896777825891042
K01991,0.08955377465259629
K07001,0.0895397117479082
K00243,0.08946347143729283
K04486,0.08905560173883686
K23514,0.08903357725739869
K16786,0.08883815635885273
K02961,0.08861582371464527
K18139,0.08799555278187432
K02916,0.08789082533339676
K01447,0.08780988350153573
K03615,0.08755356132425773
K01687,0.08737610737842139
K00560,0.08715241443873589
K07450,0.08709308005035754
K00375,0.0868954778016715
K01448,0.0867174038474754
K01778,0.08640261447018593
K02171,0.08613400882474198
K00027,0.08612291731548871
K03496,0.08592846052636305
K02528,0.08525364344529573
K01649,0.08495390511101797
K01752,0.08479964567971687
K01914,0.08454638439099749
K03696,0.08449205263904269
K01808,0.08443386777427198
K01756,0.08413855165320139
K01925,0.084136566695721
K01892,0.08375006996876388
K25152,0.08313056822938969
K10773,0.0828728211425982
K01695,0.08282841089598247
K01000,0.08277872100254258
K14540,0.0826796013721729
K19309,0.08266685370317495
K11069,0.08253480982113137
K24950,0.08243447612704768
K02072,0.08207793162987786
K00077,0.08200543468238108
K17318,0.081920175612747
K07029,0.0818874392518858
K26937,0.08177298484055617
K01934,0.08155297064995404
K02564,0.08097937012819822
K00928,0.08095992030361421
K03564,0.08050558904191041
K02837,0.08046511600051853
K02050,0.0801621267837811
K00919,0.08013318945076109
K04567,0.07974489140621288
